SCHEMBL_ID	InChIKey	PUBCHEM_CID	CHEMBL_ID
SCHEMBL32980	FRQDZJMEHSJOPU-UHFFFAOYSA-N	7185	CHEMBL3185676
SCHEMBL33527	GGNQRNBDZQJCCN-UHFFFAOYSA-N	10787	CHEMBL3092389
SCHEMBL33656	UUQQGGWZVKUCBD-UHFFFAOYSA-N	109115	
SCHEMBL33705	DQXBYHZEEUGOBF-UHFFFAOYSA-N	32742	
SCHEMBL33921	JUVSRZCUMWZBFK-UHFFFAOYSA-N	76497	CHEMBL3189033
SCHEMBL34186	VCMMXZQDRFWYSE-UHFFFAOYSA-N	10205	CHEMBL295316
SCHEMBL34190	RHCSKNNOAZULRK-UHFFFAOYSA-N	4076	CHEMBL26687
SCHEMBL34279	ZBBHBTPTTSWHBA-DEOSSOPVSA-N	6604415	CHEMBL1314450
SCHEMBL34556	HMJIYCCIJYRONP-MRXNPFEDSA-N	13773524	CHEMBL399539
SCHEMBL34693	HHSNIRLXHJNXAK-UHFFFAOYSA-N	4961718	
SCHEMBL34766	YCPXWRQRBFJBPZ-UHFFFAOYSA-N	7322	CHEMBL229241
SCHEMBL35389	GIJXKZJWITVLHI-UHFFFAOYSA-N	2344	CHEMBL116590
SCHEMBL35423	GDLIGKIOYRNHDA-UHFFFAOYSA-N	2801	CHEMBL415
SCHEMBL35451	YDZAMEPMKJLUDY-UHFFFAOYSA-N	21307541	
SCHEMBL35574	LVGFPWDANALGOY-UHFFFAOYSA-N	14899	CHEMBL3186945
SCHEMBL35904	MMABHMIOCAINNH-UHFFFAOYSA-N	66586304	
SCHEMBL36147	AWOATHYNVXCSGP-UHFFFAOYSA-M	16213832	
SCHEMBL36215	HJIAMFHSAAEUKR-UHFFFAOYSA-N	8348	CHEMBL24743
SCHEMBL36348	CFFZDZCDUFSOFZ-UHFFFAOYSA-N	547	CHEMBL1284
SCHEMBL36360	JBFHTYHTHYHCDJ-UHFFFAOYSA-N	12756	CHEMBL192458
SCHEMBL36412	MEKATFFSLMQMRX-BQYQJAHWSA-N	14713045	
SCHEMBL37242	DAPZDAPTZFJZTO-UHFFFAOYSA-N	69376	
SCHEMBL37315	KVHNEGIHAVVAIV-UHFFFAOYSA-N	17764866	
SCHEMBL37406	QGWNDRXFNXRZMB-UHFFFAOYSA-N	730	
SCHEMBL37592	CDZNBLXIPARJFK-UHFFFAOYSA-N	18544928	
SCHEMBL37872	PJWWRFATQTVXHA-UHFFFAOYSA-N	70815	
SCHEMBL38049	MPRHIJJKVGFXRS-AATRIKPKSA-N	21518240	
SCHEMBL38131	VGEREEWJJVICBM-UHFFFAOYSA-N	4788	CHEMBL45068
SCHEMBL38340	YJSATLBWFLERNZ-MDZDMXLPSA-N	5375960	CHEMBL1700315
SCHEMBL38674	BUSOTUQRURCMCM-UHFFFAOYSA-N	81596	
SCHEMBL38922	UJLGQABYUGGBAP-WCCKRBBISA-N	87060370	
SCHEMBL38965	QRLSTWVLSWCGBT-UHFFFAOYSA-N	70431	
SCHEMBL39015	VKCMZEUOQWUNAR-UHFFFAOYSA-N	54396176	
SCHEMBL39024	LOAUVZALPPNFOQ-UHFFFAOYSA-N	7124	CHEMBL1160559
SCHEMBL39042	INMIAHDBEIKLGM-UZYVYHOESA-N	21885091	
SCHEMBL39393	NJWSNNWLBMSXQR-UHFFFAOYSA-N	18126	
SCHEMBL39426	JOWXNCPELQZFHF-UHFFFAOYSA-N	122891	
SCHEMBL39471	FPJQWFBQXIKMMP-UHFFFAOYSA-N	13161390	
SCHEMBL39556	AAWZDTNXLSGCEK-WYWMIBKRSA-N	nan	
SCHEMBL39640	QUEDXNHFTDJVIY-UHFFFAOYSA-N	14986	CHEMBL420898
SCHEMBL39686	UMAHARXOTKOOHK-UHFFFAOYSA-N	21864228	
SCHEMBL40287	SXNBVULTHKFMNO-UHFFFAOYSA-N	20391236	
SCHEMBL40452	NMANBWFYJSWTBZ-WERGMSTESA-N	9852808	
SCHEMBL40521	KLOHDWPABZXLGI-YWUHCJSESA-M	441087	
SCHEMBL40699	MLHLULZHWYTZDP-UHFFFAOYSA-M	12982420	
SCHEMBL40827	QKICWELGRMTQCR-UHFFFAOYSA-N	64927	CHEMBL58510
SCHEMBL40866	TXFPEBPIARQUIG-UHFFFAOYSA-N	7469	CHEMBL201083
SCHEMBL41079	KFYRPLNVJVHZGT-UHFFFAOYSA-N	11065	CHEMBL1200964
SCHEMBL41531	SEILKFZTLVMHRR-UHFFFAOYSA-N	90551	CHEMBL3186093
SCHEMBL41548	RXGUIWHIADMCFC-UHFFFAOYSA-N	7351	CHEMBL3188433
SCHEMBL41619	SHAPQBYCPZRQIP-YFKPBYRVSA-N	18339629	
SCHEMBL41739	GTBGXKPAKVYEKJ-UHFFFAOYSA-N	18510	CHEMBL1578928
SCHEMBL42079	OXCMYAYHXIHQOA-UHFFFAOYSA-N	60771	
SCHEMBL42593	QKGYJVXSKCDGOK-UHFFFAOYSA-N	21585144	
SCHEMBL42984	AHDXKQAZDADIGD-UHFFFAOYSA-N	11652328	
SCHEMBL44191	GKNPSSNBBWDAGH-IBGZPJMESA-N	13981865	CHEMBL3306998
SCHEMBL44758	ACZGCWSMSTYWDQ-UHFFFAOYSA-N	68382	CHEMBL284584
SCHEMBL44790	FUOJEDZPVVDXHI-UHFFFAOYSA-N	3080866	
SCHEMBL45831	IQNDEQHJTOJHAK-UHFFFAOYSA-N	13008416	
SCHEMBL46504	DOSDTCPDBPRFHQ-UHFFFAOYSA-N	83065	
SCHEMBL48333	RIHIKJUESVBASB-UHFFFAOYSA-N	22051641	
SCHEMBL48375	OXIKYYJDTWKERT-UHFFFAOYSA-N	17354	
SCHEMBL48511	RPBWMJBZQXCSFW-UHFFFAOYSA-N	76969	
SCHEMBL48527	KOPQZJAYZFAPBC-UHFFFAOYSA-N	18610	
SCHEMBL48977	SICINPWJIHTHON-UHFFFAOYSA-N	536431	
SCHEMBL49061	UIKROCXWUNQSPJ-UHFFFAOYSA-N	408	CHEMBL664
SCHEMBL50333	KDLIYVDINLSKGR-UHFFFAOYSA-N	61332	
SCHEMBL50343	FAIARWOGQAQTPS-UHFFFAOYSA-N	97895	
SCHEMBL50769	CXVOIIMJZFREMM-UHFFFAOYSA-N	169952	
SCHEMBL50969	REXZYVQYOOPWQD-UHFFFAOYSA-N	12943276	
SCHEMBL51428	QBUVFDKTZJNUPP-BBROENKCSA-N	nan	
SCHEMBL51803	WJQOZHYUIDYNHM-UHFFFAOYSA-N	6923	CHEMBL108851
SCHEMBL52747	OSCCDBFHNMXNME-UHFFFAOYSA-N	354197	
SCHEMBL53606	AHTPATJNIAFOLR-UHFFFAOYSA-N	73674	CHEMBL1904815
SCHEMBL54507	WCVOGSZTONGSQY-UHFFFAOYSA-N	6884	
SCHEMBL54932	ZETXHVRPKUXQIT-UHFFFAOYSA-N	202391	CHEMBL98417
SCHEMBL56387	OTJZMNIBLUCUJZ-UHFFFAOYSA-N	15912	
SCHEMBL56546	SJMLNDPIJZBEKY-UHFFFAOYSA-N	10588	
SCHEMBL56599	ALIQZUMMPOYCIS-UHFFFAOYSA-N	96240	
SCHEMBL57659	ROHUWFHOCAUEMV-QMMMGPOBSA-N	44624339	
SCHEMBL57897	ICBJCVRQDSQPGI-UHFFFAOYSA-N	78484	
SCHEMBL58015	PENREFFMVVLXBS-UHFFFAOYSA-N	22709225	
SCHEMBL61178	RGWFEVXLROQIGN-UHFFFAOYSA-N	87063606	
SCHEMBL61268	HOGVTUZUJGHKPL-HTVVRFAVSA-N	65399	CHEMBL331237
SCHEMBL61327	QZRAABPTWGFNIU-UHFFFAOYSA-O	3084220	
SCHEMBL62065	CJGYSWNGNKCJSB-YVLZZHOMSA-N	9687	CHEMBL485980
SCHEMBL62366	RLMGYIOTPQVQJR-UHFFFAOYSA-N	10433	
SCHEMBL62765	WYYXDSQOPIGZPU-UHFFFAOYSA-N	12841471	CHEMBL3247584
SCHEMBL63339	OEKATORRSPXJHE-UHFFFAOYSA-N	13400	CHEMBL3187909
SCHEMBL63748	ZUVCYFMOHFTGDM-UHFFFAOYSA-N	19059	CHEMBL479322
SCHEMBL64358	YOWNVPAUWYHLQX-UHFFFAOYSA-N	65651	CHEMBL1164608
SCHEMBL64393	LLEASVZEQBICSN-UHFFFAOYSA-N	85582	
SCHEMBL64626	AGKBXKFWMQLFGZ-UHFFFAOYSA-N	123091	
SCHEMBL66824	FOXFZRUHNHCZPX-UHFFFAOYSA-N	30479	CHEMBL1902519
SCHEMBL68560	KVQMUHHSWICEIH-UHFFFAOYSA-N	192744	CHEMBL332005
SCHEMBL69463	IYFNEFQTYQPVOC-KRWDZBQOSA-N	57417237	
SCHEMBL70700	FXPLCAKVOYHAJA-UHFFFAOYSA-N	688094	CHEMBL445558
SCHEMBL72824	JFOOYDXUGDOGGI-UHFFFAOYSA-N	87064153	
SCHEMBL73839	FOANIXZHAMJWOI-UHFFFAOYSA-N	28936	CHEMBL1867780
SCHEMBL74028	UBPDKIDWEADHPP-UHFFFAOYSA-N	11995	
SCHEMBL75946	RIPZSADLUWTEFQ-UHFFFAOYSA-N	59022098	
SCHEMBL76288	COYZTUXPHRHKGV-UHFFFAOYSA-O	21897919	
SCHEMBL77196	QZLSBOVWPHXCLT-UHFFFAOYSA-N	95048	CHEMBL4280438
SCHEMBL77285	DTDMYWXTWWFLGJ-UHFFFAOYSA-N	16320	
SCHEMBL78110	KDHWOCLBMVSZPG-UHFFFAOYSA-N	78736	CHEMBL3984871
SCHEMBL78643	MCUPBIBNSTXCPQ-UHFFFAOYSA-N	94750	
SCHEMBL78992	KMNUDJAXRXUZQS-UHFFFAOYSA-L	61753	
SCHEMBL79475	YKSGNOMLAIJTLT-UHFFFAOYSA-N	8317	CHEMBL344254
SCHEMBL79529	PFYPDUUXDADWKC-UHFFFAOYSA-N	69523	
SCHEMBL79650	RTSIUKMGSDOSTI-SNAWJCMRSA-N	1551219	
SCHEMBL80340	NZWIYPLSXWYKLH-UHFFFAOYSA-N	86804	
SCHEMBL80732	LMXFTMYMHGYJEI-IWSPIJDZSA-N	19100	
SCHEMBL81964	IFQUPKAISSPFTE-UHFFFAOYSA-N	69147	CHEMBL192648
SCHEMBL82132	MFPODHWDVFPSKC-BTVCFUMJSA-N	87064691	
SCHEMBL82710	RMIXHJPMNBXMBU-QIIXEHPYSA-N	72519	CHEMBL415914
SCHEMBL82774	AZSKHRTUXHLAHS-UHFFFAOYSA-N	14572930	
SCHEMBL83079	SEBFKVKRAREXAK-UHFFFAOYSA-N	674717	
SCHEMBL87801	KYGMSGYKSGNPHM-UHFFFAOYSA-N	139756	
SCHEMBL88417	POSICDHOUBKJKP-UHFFFAOYSA-N	74458	
SCHEMBL88746	QRCGFTXRXYMJOS-UHFFFAOYSA-N	72757	CHEMBL460153
SCHEMBL89641	QRXLGCDDQNMYOQ-UHFFFAOYSA-N	12442641	
SCHEMBL92762	RMIKYYCZDLPJST-UHFFFAOYSA-N	20273989	
SCHEMBL93138	YKDJDEMRGKERPW-UHFFFAOYSA-N	17886029	
SCHEMBL93297	CCEFMUBVSUDRLG-UHFFFAOYSA-N	91496	CHEMBL2268547
SCHEMBL93338	TWFUEMXKLGHLEK-UHFFFAOYSA-N	57215825	
SCHEMBL93594	YFGAFXCSLUUJRG-WCCKRBBISA-M	22793952	
SCHEMBL93600	BLZSRIYYOIZLJL-UHFFFAOYSA-N	62497	
SCHEMBL93798	QMGVPVSNSZLJIA-FVWCLLPLSA-N	441071	CHEMBL227934
SCHEMBL93807	VVJGJCYYBWPSKV-UHFFFAOYSA-N	87065686	
SCHEMBL93995	DSDNAKHZNJAGHN-BWVJFJMLSA-N	57090162	
SCHEMBL94287	CNJRPYFBORAQAU-UHFFFAOYSA-N	13847	
SCHEMBL94426	UCOVJAWVLURSDL-UHFFFAOYSA-N	53433049	
SCHEMBL94959	DPZMVZIQRMVBBW-UHFFFAOYSA-N	61523	
SCHEMBL95343	YWYHGNUFMPSTTR-UHFFFAOYSA-N	74098	
SCHEMBL97101	ZWILTCXCTVMANU-UHFFFAOYSA-N	13530	CHEMBL3183118
SCHEMBL97151	SQZLVMVHWNEDNA-IGTJQSIKSA-N	140577226	
SCHEMBL97606	PGYAYSRVSAJXTE-CLONMANBSA-N	5281247	
SCHEMBL103040	LJWKRYPRDZOQNT-UHFFFAOYSA-M	nan	
SCHEMBL103941	YUXKOWPNKJSTPQ-UHFFFAOYSA-N	21864113	
SCHEMBL105510	ZLWYEPMDOUQDBW-UHFFFAOYSA-N	9500	CHEMBL1324108
SCHEMBL107488	SVURIXNDRWRAFU-OGMFBOKVSA-N	65575	CHEMBL1974890
SCHEMBL109680	XUYPXLNMDZIRQH-UHFFFAOYSA-N	6180	CHEMBL45002
SCHEMBL109879	TXPKUUXHNFRBPS-UHFFFAOYSA-N	10456	
SCHEMBL109935	UIADMYLYGJYUSQ-UHFFFAOYSA-N	4223811	
SCHEMBL110855	WTOYNNBCKUYIKC-JMSVASOKSA-N	1268142	CHEMBL446299
SCHEMBL110916	QQVHEQUEHCEAKS-UHFFFAOYSA-N	19283	CHEMBL1495577
SCHEMBL111422	MDHYEMXUFSJLGV-UHFFFAOYSA-N	7654	CHEMBL3184025
SCHEMBL111494	ZLCOWUKVVFVVKA-GDVGLLTNSA-N	10350556	
SCHEMBL112029	UUGLJVMIFJNVFH-UHFFFAOYSA-N	23235	CHEMBL2260717
SCHEMBL112060	ORMHZBNNECIKOH-UHFFFAOYSA-N	91604	CHEMBL3182066
SCHEMBL112726	QLOCVMVCRJOTTM-TURQNECASA-N	9943636	
SCHEMBL113319	HMKKIXGYKWDQSV-SDNWHVSQSA-N	1623625	CHEMBL1989481
SCHEMBL114028	DZKKLSBFBABFKQ-UHFFFAOYSA-N	22223704	CHEMBL63017
SCHEMBL114042	KAZSKMJFUPEHHW-DHZHZOJOSA-N	5318998	CHEMBL139702
SCHEMBL114136	FQTLCLSUCSAZDY-SDNWHVSQSA-N	5284507	CHEMBL25424
SCHEMBL114869	LBQIJVLKGVZRIW-ZDUSSCGKSA-N	124052	CHEMBL480477
SCHEMBL115545	KVXNKFYSHAUJIA-UHFFFAOYSA-N	20513047	
SCHEMBL115710	ZRWYTSGILDBAGH-UHFFFAOYSA-N	2753386	
SCHEMBL116171	PILWLJVFXLZGMS-UHFFFAOYSA-N	21902596	
SCHEMBL117744	YHQCNNMCDMYPIA-UHFFFAOYSA-N	14924986	
SCHEMBL119304	ICZKASVWFUJTEI-UHFFFAOYSA-N	88942	
SCHEMBL119395	OEGPRYNGFWGMMV-UHFFFAOYSA-N	7118	
SCHEMBL119774	PKPOVTYZGGYDIJ-UHFFFAOYSA-N	9904000	
SCHEMBL121868	VIWMPDPFEPGLJP-UHFFFAOYSA-N	20514179	
SCHEMBL122475	NZOWVZVFSVRNOR-UHFFFAOYSA-N	41735	
SCHEMBL123149	JDZOTSLZMQDFLG-BTJKTKAUSA-N	5284439	CHEMBL1334033
SCHEMBL123831	PBZWVKFOMSEDIG-UHFFFAOYSA-N	18541470	
SCHEMBL124166	RRNJROHIFSLGRA-UHFFFAOYSA-N	93623	
SCHEMBL124590	LGHKIQZXQIJVJF-UHFFFAOYSA-N	22250652	
SCHEMBL124604	AKROMOGAQVORMZ-IZYUBMLBSA-N	66602068	
SCHEMBL124987	HTXMGVTWXZBZNC-UHFFFAOYSA-N	67310	CHEMBL3306796
SCHEMBL125360	JTXUVYOABGUBMX-UHFFFAOYSA-N	23467	
SCHEMBL125751	GGWLFDVGZXGRBB-UHFFFAOYSA-N	18172786	
SCHEMBL125895	HIIBZFKVMXEQMR-UHFFFAOYSA-N	14671559	
SCHEMBL127128	MANVMTSCCSAYSN-UHFFFAOYSA-N	22050040	
SCHEMBL127932	HOIXTKAYCMNVMY-PVOAASPHSA-N	439499	CHEMBL1879316
SCHEMBL129572	ORNBQBCIOKFOEO-QGVNFLHTSA-N	8955	CHEMBL253363
SCHEMBL131485	QNDVLZJODHBUFM-WFXQOWMNSA-N	446512	CHEMBL280487
SCHEMBL131796	LZJJVTQGPPWQFS-UHFFFAOYSA-L	13211378	
SCHEMBL132859	YHRRLJVICROTOJ-UHFFFAOYSA-N	56982738	
SCHEMBL132946	QKNZNUNCDJZTCH-UHFFFAOYSA-N	16296	
SCHEMBL133174	SURUMZABXIBRAU-UHFFFAOYSA-N	87069744	
SCHEMBL133366	ZMCBYSBVJIMENC-UHFFFAOYSA-N	11400	CHEMBL1702228
SCHEMBL133514	WTEMKLJEGRZXAO-UHFFFAOYSA-N	87069784	
SCHEMBL133742	GHKGUEZUGFJUEJ-UHFFFAOYSA-M	161168	
SCHEMBL133814	GPGLRRZYNLVYAI-LZHLKBOCSA-N	87069814	
SCHEMBL134006	YXCDJKQYFBEAOU-UHFFFAOYSA-N	21357	
SCHEMBL134184	HJEINPVZRDJRBY-UHFFFAOYSA-N	8701	
SCHEMBL134733	QCPFFGGFHNZBEP-UHFFFAOYSA-N	80424	
SCHEMBL134899	YFCSASDLEBELEU-UHFFFAOYSA-N	66603547	
SCHEMBL135239	HVTSALOLGMEIOX-UHFFFAOYSA-N	21864063	
SCHEMBL135432	QLHULAHOXSSASE-UHFFFAOYSA-N	125098	CHEMBL2104314
SCHEMBL136531	GAQPWOABOQGPKA-UHFFFAOYSA-N	90435	
SCHEMBL136702	JWJCTZKFYGDABJ-UHFFFAOYSA-N	21100	CHEMBL775
SCHEMBL137153	CYEDOLFRAIXARV-UHFFFAOYSA-N	6420966	
SCHEMBL137716	MUZDXNQOSGWMJJ-UHFFFAOYSA-N	11600707	
SCHEMBL137793	QYOJZFBQEAZNEW-UHFFFAOYSA-N	19989	CHEMBL578794
SCHEMBL138929	XASCZFJDADRGCU-UHFFFAOYSA-N	87070308	
SCHEMBL140416	WRPWWVNUCXQDQV-UHFFFAOYSA-N	70966	CHEMBL4593283
SCHEMBL140446	DZBOAIYHPIPCBP-UHFFFAOYSA-L	3084001	
SCHEMBL141593	XIUCEANTZSXBQQ-UHFFFAOYSA-N	18733	CHEMBL1907414
SCHEMBL142988	BAKYASSDAXQKKY-UHFFFAOYSA-N	139901	
SCHEMBL144308	UJCFZCTTZWHRNL-UHFFFAOYSA-N	81221	
SCHEMBL144889	KSAZHECHBCPUTP-UHFFFAOYSA-N	nan	
SCHEMBL145442	HXYXDTAROKJMBO-UHFFFAOYSA-N	239699	
SCHEMBL147018	YXSLJKQTIDHPOT-PEZCJLBTSA-N	57244632	
SCHEMBL147423	MAWGHOPSCKCTPA-UHFFFAOYSA-N	676493	CHEMBL3414692
SCHEMBL147596	BHLYRWXGMIUIHG-UHFFFAOYSA-N	10233	
SCHEMBL149596	UPVAIJPDWVTFKT-UHFFFAOYSA-N	94746	CHEMBL33962
SCHEMBL150063	RJECHNNFRHZQKU-XNTGVSEISA-N	644119	
SCHEMBL150343	CIXSDMKDSYXUMJ-UHFFFAOYSA-N	61571	CHEMBL3182110
SCHEMBL151685	CGVLVOOFCGWBCS-RQICVUQASA-N	22840433	
SCHEMBL151960	CURJNMSGPBXOGK-UHFFFAOYSA-N	8459	
SCHEMBL152362	OPIFSICVWOWJMJ-HRNXZZBMSA-N	2733916	
SCHEMBL154107	ZIHMKPLGZRMADB-VODWMNBVSA-N	nan	
SCHEMBL155056	SUAUILGSCPYJCS-UHFFFAOYSA-N	6753	CHEMBL1373568
SCHEMBL157651	FBFNMTGUOBUGFQ-UHFFFAOYSA-M	10112441	
SCHEMBL157856	ZDLDXNCMJBOYJV-UHFFFAOYSA-N	550788	
SCHEMBL157930	YUOCYTRGANSSRY-UHFFFAOYSA-N	87072684	
SCHEMBL158633	HLZCFKJJKKVMRV-ZETCQYMHSA-N	46219205	
SCHEMBL158661	OVHALSXVZABRDM-UHFFFAOYSA-N	66609081	
SCHEMBL159009	IAWXTSMHXFRLQR-UHFFFAOYSA-N	5353536	CHEMBL9790
SCHEMBL160443	KBAUFVUYFNWQFM-UHFFFAOYSA-N	11224	CHEMBL1200392
SCHEMBL161091	YRIUSKIDOIARQF-UHFFFAOYSA-N	15900	
SCHEMBL162279	HHQDNOXLJMIISM-UHFFFAOYSA-N	56972665	
SCHEMBL163340	OFCLICZRRNTIOR-UHFFFAOYSA-L	81511	
SCHEMBL163492	QFAADIRHLBXJJS-ZAZJUGBXSA-N	439518	CHEMBL28650
SCHEMBL164305	VABZYUVOMVKAKS-UHFFFAOYSA-N	23620207	
SCHEMBL165867	RLMBRRQWBTWGMB-UHFFFAOYSA-N	2756431	
SCHEMBL166770	HFTSQAKJLBPKBD-UHFFFAOYSA-N	167494	
SCHEMBL167132	BZUIJMCJNWUGKQ-BDAKNGLRSA-N	10922432	
SCHEMBL168103	TZYULTYGSBAILI-UHFFFAOYSA-M	15198	
SCHEMBL168125	GQHWSLKNULCZGI-UHFFFAOYSA-N	68010	CHEMBL4646410
SCHEMBL168229	DSEKYWAQQVUQTP-XEWMWGOFSA-N	21596125	CHEMBL450831
SCHEMBL168352	VVLCNWYWKSWJTG-UHFFFAOYSA-N	58095	
SCHEMBL168479	YUENFNPLGJCNRB-UHFFFAOYSA-N	11885	CHEMBL82321
SCHEMBL169521	VQVIHDPBMFABCQ-UHFFFAOYSA-N	75498	CHEMBL3183537
SCHEMBL169890	PFZLGKHSYILJTH-UHFFFAOYSA-N	520171	
SCHEMBL170066	OMYOBDYSDXYBAL-UHFFFAOYSA-N	87073998	
SCHEMBL170829	VFEKGYDKIWMJEM-UHFFFAOYSA-N	20079996	
SCHEMBL171319	HFNKQEVNSGCOJV-OAHLLOKOSA-N	25126798	CHEMBL1789941
SCHEMBL172245	SHFLYPPECXRCFO-UHFFFAOYSA-N	13741	CHEMBL3276713
SCHEMBL175702	OOSLOQRYRQBSTJ-UHFFFAOYSA-N	22255833	
SCHEMBL177994	ZPYXSMUBNKNPSF-UHFFFAOYSA-N	15061375	
SCHEMBL178444	DUJYZGXBCPOPDD-UHFFFAOYSA-N	816792	
SCHEMBL179945	ADJJLNODXLXTIH-UHFFFAOYSA-N	99730	
SCHEMBL180306	LHOGNQZQKDZOBP-UHFFFAOYSA-N	23823	
SCHEMBL181311	ICZOIXFFVKYXOM-YCLOEFEOSA-M	5284526	
SCHEMBL181566	AKQXKEBCONUWCL-UHFFFAOYSA-N	545809	CHEMBL4536965
SCHEMBL181922	MXLYDTCSOHXFFA-UHFFFAOYSA-N	12128760	
SCHEMBL183003	WKZJASQVARUVAW-UHFFFAOYSA-M	3083652	
SCHEMBL183048	MQTAVJHICJWXBR-UHFFFAOYSA-N	496	CHEMBL176800
SCHEMBL186842	ODSXJQYJADZFJX-UHFFFAOYSA-N	67680	CHEMBL1797960
SCHEMBL186852	DSGZUGGORGRSDV-UHFFFAOYSA-L	17862714	
SCHEMBL186891	DGUKPIUMUZVCFF-UHFFFAOYSA-N	87076226	
SCHEMBL189550	PHXGAJLBHUUAKB-UHFFFAOYSA-N	12385064	
SCHEMBL190519	RPKLZQLYODPWTM-KBMWBBLPSA-N	9548797	
SCHEMBL192991	OIRHKGBNGGSCGS-UHFFFAOYSA-N	11415	
SCHEMBL194394	ROGSHYHKHPCCJW-WLHGVMLRSA-N	45375887	CHEMBL2064032
SCHEMBL195068	MHDLAWFYLQAULB-UHFFFAOYSA-N	11277334	
SCHEMBL196061	KLDXJTOLSGUMSJ-FBXFSONDSA-N	12304541	
SCHEMBL196270	LKAVYBZHOYOUSX-UHFFFAOYSA-N	165731	
SCHEMBL197353	TUFJPPAQOXUHRI-UHFFFAOYSA-N	40764	
SCHEMBL198177	OCDXZFSOHJRGIL-UHFFFAOYSA-N	20757	
SCHEMBL199019	VVESUVJOXDENKF-UHFFFAOYSA-N	66619515	
SCHEMBL202565	SRKOIXFFEHFSPT-UHFFFAOYSA-N	19064277	
SCHEMBL204034	RKVHNYJPIXOHRW-UHFFFAOYSA-N	128153	
SCHEMBL208413	SERLAGPUMNYUCK-KRRIELLYSA-N	22797713	
SCHEMBL209065	KERGSAXBQMOIRJ-UHFFFAOYSA-N	18953187	
SCHEMBL210480	VFRGATWKSPNXLT-UHFFFAOYSA-N	14849271	
SCHEMBL211907	ZDPACSAHMZADFZ-UHFFFAOYSA-N	37170	
SCHEMBL215425	JJIUCEJQJXNMHV-UHFFFAOYSA-N	39793	CHEMBL483105
SCHEMBL215837	NDKWDGCTUOOAPF-UHFFFAOYSA-N	85491	
SCHEMBL217612	SJHCUXCOGGKFAI-UHFFFAOYSA-N	8304	CHEMBL3560028
SCHEMBL218098	RTGHRDFWYQHVFW-UHFFFAOYSA-N	93	
SCHEMBL218118	LQUBXCVRJZGBLM-UHFFFAOYSA-N	613284	
SCHEMBL218996	BIJNHUAPTJVVNQ-UHFFFAOYSA-N	21387	CHEMBL3184813
SCHEMBL219037	GTZCVFVGUGFEME-HNQUOIGGSA-N	444212	CHEMBL153658
SCHEMBL219129	HAUVDKBDLCXMEG-HQEMIIEJSA-N	66624231	
SCHEMBL221723	GPLIMIJPIZGPIF-UHFFFAOYSA-N	151011	
SCHEMBL222649	WCTWAAFIWRIEKH-UHFFFAOYSA-N	21904043	
SCHEMBL224276	UKJFVOWPUXSBOM-UHFFFAOYSA-N	21883165	
SCHEMBL228658	VJNCICVKUHKIIV-UHFFFAOYSA-N	119399	
SCHEMBL229154	SZYVPWPBRABKAB-UHFFFAOYSA-N	21647	
SCHEMBL230038	YVSNOTITPICPTB-VHSXEESVSA-N	12104423	
SCHEMBL230496	SQGOMFWCSGKGEP-UHFFFAOYSA-N	82744	
SCHEMBL233033	QZTKDVCDBIDYMD-UHFFFAOYSA-N	117765	
SCHEMBL233107	RFXJLECGYGFJCI-UHFFFAOYSA-N	109093	CHEMBL3810086
SCHEMBL233744	KQROHCSYOGBQGJ-UHFFFAOYSA-N	9061	
SCHEMBL234307	KBTHTFGKEOYTNB-UHFFFAOYSA-N	22345076	
SCHEMBL234400	UVLSCMIEPPWCHZ-UHFFFAOYSA-N	118746	
SCHEMBL236357	JJYKJUXBWFATTE-UHFFFAOYSA-N	86531	
SCHEMBL236756	BFHKYHMIVDBCPC-UHFFFAOYSA-N	62612	
SCHEMBL237024	SFEWMGIPBBLNJX-KTKRTIGZSA-N	87082504	
SCHEMBL241482	WUNJCKOTXFSWBK-UHFFFAOYSA-N	70984454	
SCHEMBL245848	JVQOASIPRRGMOS-UHFFFAOYSA-M	22251392	
SCHEMBL246557	STYCVOUVPXOARC-UHFFFAOYSA-M	14694001	
SCHEMBL247426	QIYFOOBVWLCOGQ-UHFFFAOYSA-N	17959111	
SCHEMBL250676	VODBTJROPIJKCF-UHFFFAOYSA-N	557117	
SCHEMBL250822	RUROFEVDCUGKHD-UHFFFAOYSA-N	98116	
SCHEMBL251013	IHXKXSJKLJZXKZ-UHFFFAOYSA-N	19783015	CHEMBL3357299
SCHEMBL251411	NJTOKKIKQVURSF-UHFFFAOYSA-N	169991	
SCHEMBL258132	LUWLEJBQYONRFD-UHFFFAOYSA-N	66635916	
SCHEMBL258925	VQHPRVYDKRESCL-UHFFFAOYSA-N	79106	
SCHEMBL261411	SGTPLWHGLZROPF-UHFFFAOYSA-N	59837093	
SCHEMBL268020	PTLGHFBFWYUIME-UHFFFAOYSA-N	nan	
SCHEMBL268634	MLVSWIXRZNPEKF-UPHRSURJSA-N	57605619	
SCHEMBL269618	TVHQHWWEPNHLCH-UHFFFAOYSA-N	17799404	
SCHEMBL272858	MFIGJRRHGZYPDD-UHFFFAOYSA-N	77628	
SCHEMBL282229	GYQYAJJFPNQOOW-UHFFFAOYSA-N	49803313	CHEMBL3301622
SCHEMBL283079	JRCJYPMNBNNCFE-UHFFFAOYSA-N	176470	
SCHEMBL283431	ZFOMEJJNWNWWIB-UHFFFAOYSA-N	83568	
